codigo_falta,descripción,tipo_formato,nivel_gravedad,año_infracción,mes_infracción,cant_impuesta,importe_impuesto_soles,reincidencia_impuesta_soles
G14,"Tener la puerta, capot o maletera del vehículo abierta, cuando el vehículo está en marcha.",Papeleta de Tránsito,G,2025,1,1,428,0
M27,Conducir un vehículo que no cuente con el certificado de aprobación de inspección técnica vehicular. Esta infracción no aplica para el caso de los vehiculos L5 de la clasificación vehicular,Papeleta de Tránsito,M,2025,1,73,"195,275",0
G43,"Estacionar a una distancia menor de cinco  (5) metros de una bocacalle, de las entradas de hospitales o centros de asistencia médica, cuerpos de bomberos o de hidrantes de servicio contra incendios, salvo los vehículos relacionados a la función del local.",Video Papeleta,G,2025,1,1,428,0
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2025,1,57,"24,396","2,140"
M28,"Conducir un vehículo sin contar con la póliza del Seguro Obligatorio de Accidentes de Tránsito, o Certificado de Accidentes de Tránsito, cuando corresponda, o éstos no se encuentre vigente.",Papeleta de Tránsito,M,2025,1,12,"7,704",0
M16,Circular en sentido contrario al tránsito autorizado,Papeleta de Tránsito,M,2025,2,1,642,0
M02,"Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal, bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobada con el exámen respectivo o por negarse al mismo.",Papeleta de Tránsito,M,2025,1,8,"21,400",0
M04,"Conducir vehículos estando la licencia de conducir retenida, suspendida o estando inhabilitado para obtener licencia de conducir.",Papeleta de Tránsito,M,2025,1,3,"16,050","5,350"
G32,Circular por la ciclovía,Papeleta de Tránsito,G,2025,3,29,"12,412",0
G29,Circular en forma desordenada o haciendo maniobras peligrosas,Papeleta Electrónica,G,2025,1,8,"3,424",0
G27,Conducir un vehículo cuya carga o pasajeros obstruya la visibilidad de los espejos laterales.,Papeleta de Tránsito,G,2025,2,1,428,0
M40,Conducir un vehiculo con la licencia de conducir vencida,Papeleta de Tránsito,M,2025,2,1,918,0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2025,2,4,"2,568",0
M25,No dar preferencia de paso a los vehículos de emergencia y vehículos oficiales cuando hagan uso de sus señales audibles y visibles,Papeleta de Tránsito,M,2025,2,1,642,0
L08,Hacer uso de bocinas de descarga de aire comprimido en el ámbito urbano.,Papeleta de Tránsito,L,2025,1,9,"1,926",214
L06,"Arrojar, depositar o abandonar objetos o sustancias en la vía pública que dificulten la circulación.",Papeleta de Tránsito,L,2025,1,1,214,0
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,2,558,"1,492,650",0
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2025,2,12,"5,136",0
M04,"Conducir vehículos estando la licencia de conducir retenida, suspendida o estando inhabilitado para obtener licencia de conducir.",Papeleta de Tránsito,M,2025,2,11,"58,850","16,050"
G32,Circular por la ciclovía,Papeleta de Tránsito,G,2025,3,1,428,0
G54,Abandonar el vehículo en la vía pública.,Papeleta Electrónica,G,2025,1,2,856,0
G21,Conducir un vehículo sin espejos retrovisores.,Papeleta de Tránsito,G,2025,1,1,428,428
G41,"Estacionar o detener el vehículo sobre la línea demarcatoria de intersección, dentro de éstas o en el crucero peatonal (paso peatonal)",Papeleta de Tránsito,G,2025,2,42,"17,976",0
G57,"No respetar las señales que rigen el tránsito, cuyo incumplimiento no se encuentre tipificado en otra infracción. ",Papeleta de Tránsito,G,2025,3,41,"17,548","3,852"
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,2,1,642,0
G59,"Conducir un vehículo de la categoría  L, con excepción de la categoría L5, sin tener puesto el casco de seguridad o anteojos protectores, en caso de no tener parabrisas; o permitir que los demás ocupantes no tengan puesto el casco de seguridad.",Papeleta de Tránsito,G,2025,1,1,428,0
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,3,1,"2,675",0
G04,"No detenerse antes de la línea de parada, línea de  parada  adelantada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del/de la peatón/a o el/la ciclista o del/ de la conductor/a del VMP",Papeleta de Tránsito,G,2025,1,24,"10,272",0
G31a,"Circular en las vias publicas urbanas por la noche o cuando la luz natural sea insuficiente o cuando las condiciones de visibilidad sean escasas sin tener encendido el sistema de luces reglamentarias; o circular en la red vial nacional, departamental o regional, sin tener las luces bajas encendidas durante las veinticuatro (24) horas.",Papeleta de Tránsito,G,2025,3,2,856,0
M04,"Conducir vehículos estando la licencia de conducir retenida, suspendida o estando inhabilitado para obtener licencia de conducir.",Papeleta de Tránsito,M,2025,3,1,"5,350","5,350"
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2025,1,78,"33,384",0
G09,"Retroceder, salvo casos indispensables para mantener libre la circulación, para incorporarse a ella o para estacionar el vehículo.",Papeleta de Tránsito,G,2025,2,12,"5,136",0
L06,"Arrojar, depositar o abandonar objetos o sustancias en la vía pública que dificulten la circulación.",Papeleta de Tránsito,L,2025,2,542,"115,988","10,914"
G10,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta Electrónica,G,2025,1,1,428,0
G11,"Circular, estacionar o detenerse sobre una isla de encauzamiento, canalizadora, de refugio o divisoria del tránsito, marcas delimitadoras de carriles, separadores centrales, bermas, aceras, áreas verdes, pasos peatonales, jardines o rampas para minusválidos.",Papeleta de Tránsito,G,2025,1,3,"1,284",0
L02,Estacionar un vehículo en zonas de parqueo destinadas a vehículos que transportan a personas con discapacidad  o  conducidos  por éstos.,Papeleta de Tránsito,L,2025,1,2,535,0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor. ",Papeleta de Tránsito,G,2025,1,1,428,0
G46,"Estacionar en zonas no permitidas por la autoridad competente, a menos de diez (10) metros de un cruce peatonal  o de un paradero de buses, así como en el propio sitio determinado para la parada del bus.",Papeleta de Tránsito,G,2025,1,3,"1,284",0
G14,"Tener la puerta, capot o maletera del vehículo abierta, cuando el vehículo está en marcha.",Papeleta de Tránsito,G,2025,2,163,"69,764","30,816"
M20a,"No respetar el  límite máximo o minino de velocidad establecido, de acuerdo a los siguientes supuestos: - a) Superar el límite máximo establecido hasta en 10 km/h adicionales",Papeleta Electrónica GMU,M,2025,1,33,"31,779",0
G58,"No presentar la Tarjeta de Identificación Vehicular; la Licencia de Conducir, salvo que esta sea electrónica; y/o el Documento Nacional de Identidad o Documento de Identidad, según corresponda",Papeleta de Tránsito,G,2025,1,9,"3,852",428
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,2,26,"69,550",0
M28,"Conducir un vehículo sin contar con la póliza del Seguro Obligatorio de Accidentes de Tránsito, o Certificado de Accidentes de Tránsito, cuando corresponda, o éstos no se encuentre vigente.",Papeleta de Tránsito,M,2025,3,63,"40,446",0
G50,"Estacionar en los terminales o estaciones de ruta, fuera de los estacionamientos externos determinados por la Autoridad competente.",Papeleta de Tránsito,G,2025,2,2,856,0
G59,"Conducir un vehículo de la categoría  L, con excepción de la categoría L5, sin tener puesto el casco de seguridad o anteojos protectores, en caso de no tener parabrisas; o permitir que los demás ocupantes no tengan puesto el casco de seguridad.",Papeleta Electrónica,G,2025,1,1,428,0
M05,Conducir un vehículo con Licencia de Conducir cuya clase o categoría no corresponde al vehículo que conduce.,Papeleta de Tránsito,M,2025,2,2,"5,350",0
G21,Conducir un vehículo sin espejos retrovisores.,Papeleta de Tránsito,G,2025,1,22,"9,416",856
G61,No llevar las placas de rodaje en el lugar que corresponde.,Papeleta de Tránsito,G,2025,3,13,"5,564",0
M01,"Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal, o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el exámen respectivo o por negarse al mismo y que haya participado en un accidente de tránsito.",Papeleta de Tránsito,M,2025,1,12,"64,200",0
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,1,11,"29,425",0
G49,"Estacionar un vehículo de categorìa M, N u O a una distancia menor a un metro de la parte delantera o posterior de otro ya estacionado, salvo cuando se estacione en diagonal o perpendicular a la vía.",Papeleta de Tránsito,G,2025,2,1,428,0
G11,"Circular, estacionar o detenerse sobre una isla de encauzamiento, canalizadora, de refugio o divisoria del tránsito, marcas delimitadoras de carriles, separadores centrales, bermas, aceras, áreas verdes, pasos peatonales, jardines o rampas para minusválidos.",Video Papeleta,G,2025,1,3,"1,284",856
G57,"No respetar las señales que rigen el tránsito, cuyo incumplimiento no se encuentre tipificado en otra infracción. ",Papeleta de Tránsito,G,2025,2,18,"7,704",856
G72a,"Utilizar,  mientras  se  conduce  el  vehículo, cualquier dispositivo electrónico que reproduzca imágenes o videos con fines de entretenimiento visual.",Papeleta de Tránsito,G,2025,2,2,856,0
G04,"No detenerse antes de la línea de parada, línea de  parada  adelantada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del/de la peatón/a o el/la ciclista o del/ de la conductor/a del VMP",Papeleta de Tránsito,G,2025,1,9,"3,852",0
G63,Utilizar señales audibles o visibles iguales o similares a las que utilizan los vehículos de emergencia o vehículos oficiales.,Papeleta de Tránsito,G,2025,1,2,856,0
L04,"Abrir o dejar abierta la puerta de un vehículo estacionado, dificultando la circulación vehicular.",Papeleta de Tránsito,L,2025,3,"3,940","843,160","130,754"
L01,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta de Tránsito,L,2025,1,"4,559","975,626","158,360"
M28,"Conducir un vehículo sin contar con la póliza del Seguro Obligatorio de Accidentes de Tránsito, o Certificado de Accidentes de Tránsito, cuando corresponda, o éstos no se encuentre vigente.",Papeleta de Tránsito,M,2025,2,1,642,0
G50,"Estacionar en los terminales o estaciones de ruta, fuera de los estacionamientos externos determinados por la Autoridad competente.",Papeleta de Tránsito,G,2025,2,5,"2,140",0
G30,Circular  transportando  personas en la parte exterior de la carrocería o permitir que sobresalga parte del cuerpo de la(s) personas(s) transportada(s) en el vehículo.,Papeleta de Tránsito,G,2025,2,1,428,0
M40,Conducir un vehiculo con la licencia de conducir vencida,Papeleta de Tránsito,M,2025,2,2,"7,528",0
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,2,3,"1,926",0
G31a,"Circular en las vias publicas urbanas por la noche o cuando la luz natural sea insuficiente o cuando las condiciones de visibilidad sean escasas sin tener encendido el sistema de luces reglamentarias; o circular en la red vial nacional, departamental o regional, sin tener las luces bajas encendidas durante las veinticuatro (24) horas.",Papeleta de Tránsito,G,2025,2,45,"19,260",856
M44,Obstruir la ciclovía,Papeleta de Tránsito,M,2025,1,1,642,0
G29,Circular en forma desordenada o haciendo maniobras peligrosas,Papeleta de Tránsito,G,2025,2,181,"77,468","4,708"
G20,Conducir un vehículo que no cuenta con  las luces o dispositivos retrorreflectivos previstos en los reglamentos pertinentes,Papeleta de Tránsito,G,2025,1,1,428,0
G08,No utilizar el carril derecho para recoger o dejar pasajeros o carga.,Papeleta de Tránsito,G,2025,3,26,"11,128",856
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2025,3,313,"200,946","8,346"
G08,No utilizar el carril derecho para recoger o dejar pasajeros o carga.,Papeleta Electrónica,G,2025,1,1,428,0
G60,"Circular con placas ilegibles o sin iluminación o que tengan adherido algún material, que impida su lectura a través de medios electrónicos, computarizados u otro tipo de mecanismos tecnológicos que permitan verificar la comisión de las infracciones de tránsito. ",Papeleta de Tránsito,G,2025,1,1,428,0
G40,Estacionar el vehículo en zonas prohibidas o rigidas señalizadas o sin las señales de seguridad reglamentarias en caso de emergencia.,Video Papeleta,G,2025,1,524,"224,272","26,964"
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,2,27,"17,334",0
G54,Abandonar el vehículo en la vía pública.,Papeleta de Tránsito,G,2025,1,1,428,0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2025,1,1,428,0
G57,"No respetar las señales que rigen el tránsito, cuyo incumplimiento no se encuentre tipificado en otra infracción. ",Papeleta Electrónica,G,2025,1,1,428,0
G40,Estacionar el vehículo en zonas prohibidas o rigidas señalizadas o sin las señales de seguridad reglamentarias en caso de emergencia.,Papeleta de Tránsito,G,2025,2,82,"35,096","2,140"
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,1,31,"82,925",0
G06,No ubicar el vehículo con la debida anticipación en el carril donde va efectuar el giro o volteo.,Papeleta Electrónica,G,2025,1,1,428,0
M01,"Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal, o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el exámen respectivo o por negarse al mismo y que haya participado en un accidente de tránsito.",Papeleta de Tránsito,M,2025,2,1,"5,350",0
M01,"Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal, o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el exámen respectivo o por negarse al mismo y que haya participado en un accidente de tránsito.",Papeleta de Tránsito,M,2025,2,35,"187,250","5,350"
G42,"Estacionar frente a la entrada o salida de garajes, estacionamientos públicos, vías privadas o en las salidas de salas, espectáculos, centros deportivos en funcionamiento.",Papeleta de Tránsito,G,2025,1,5,"2,140",0
M04,"Conducir vehículos estando la licencia de conducir retenida, suspendida o estando inhabilitado para obtener licencia de conducir.",Papeleta de Tránsito,M,2025,1,8,"42,800",0
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2025,1,1,428,0
G11,"Circular, estacionar o detenerse sobre una isla de encauzamiento, canalizadora, de refugio o divisoria del tránsito, marcas delimitadoras de carriles, separadores centrales, bermas, aceras, áreas verdes, pasos peatonales, jardines o rampas para minusválidos.",Papeleta de Tránsito,G,2025,3,4,"1,712",0
G55,"Utilizar la vía pública para efectuar reparaciones, salvo casos de emergencia.",Papeleta de Tránsito,G,2025,1,1,428,0
M43,No respetar el derecho preferente de paso del/de la ciclista o del/ de la conductor/a del VMP,Papeleta de Tránsito,M,2025,1,2,"1,284",0
G50,"Estacionar en los terminales o estaciones de ruta, fuera de los estacionamientos externos determinados por la Autoridad competente.",Papeleta de Tránsito,G,2025,1,1,428,0
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2025,1,30,"12,840",856
M35,"Voltear en U sobre la misma calzada, en las curvas, puentes, pasos a desnivel, vías expresas, túneles, estructuras elevadas, cima de cuesta, cruce ferroviario a nivel.",Papeleta de Tránsito,M,2025,2,6,"3,852",0
M04,"Conducir vehículos estando la licencia de conducir retenida, suspendida o estando inhabilitado para obtener licencia de conducir.",Papeleta de Tránsito,M,2025,1,1,"5,350","5,350"
M05,Conducir un vehículo con Licencia de Conducir cuya clase o categoría no corresponde al vehículo que conduce.,Papeleta de Tránsito,M,2025,2,1,"2,675",0
L07,Utilizar la bocina para llamar la atención en forma innecesaria,Papeleta de Tránsito,L,2025,3,1,214,0
G59,"Conducir un vehículo de la categoría  L, con excepción de la categoría L5, sin tener puesto el casco de seguridad o anteojos protectores, en caso de no tener parabrisas; o permitir que los demás ocupantes no tengan puesto el casco de seguridad.",Papeleta de Tránsito,G,2025,3,15,"6,420",0
G58,"No presentar la Tarjeta de Identificación Vehicular; la Licencia de Conducir, salvo que esta sea electrónica; y/o el Documento Nacional de Identidad o Documento de Identidad, según corresponda",Papeleta de Tránsito,G,2025,1,3,"1,284",0
M17,"Cruzar una intersección o girar, estando el semáforo con luz roja y no existiendo la indicación en contrario",Papeleta de Tránsito,M,2025,1,70,"44,940",0
G25,"Conducir un vehículo sin portar el Certificado SOAT físico, excepto que se cuente con certificado electrónico; o sin portar el Certificado contra Accidentes de Tránsito; o que éstos no correspondan al uso del vehículo.",Papeleta de Tránsito,G,2025,1,4,"1,712",0
G47,"Estacionar en lugar que afecte la operatividad del servicio de transporte  público de pasajeros o carga o que afecte la seguridad, visibilidad o fluidez del tránsito o impida observar la señalización.",Papeleta Electrónica,G,2025,1,2,856,0
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,1,10,"6,420",642
G57,"No respetar las señales que rigen el tránsito, cuyo incumplimiento no se encuentre tipificado en otra infracción. ",Papeleta Electrónica,G,2025,1,1,428,0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2025,2,5,"2,140",0
G15,"No utilizar las luces intermitentes de emergencia de un vehículo cuando se detiene por razones de fuerza mayor, obstaculizando el tránsito, o no colocar los dispositivos de seguridad reglamentarios cuando el vehículo queda inmovilizado en la vía pública.",Papeleta de Tránsito,G,2025,2,2,856,0
G24,Conducir un vehículo con el motor en punto neutro o apagado.,Papeleta de Tránsito,G,2025,3,1,428,0
G08,No utilizar el carril derecho para recoger o dejar pasajeros o carga.,Papeleta de Tránsito,G,2025,1,177,"75,756","3,424"
G40,Estacionar el vehículo en zonas prohibidas o rigidas señalizadas o sin las señales de seguridad reglamentarias en caso de emergencia.,Papeleta de Tránsito,G,2025,2,2,856,0
G32,Circular por la ciclovía,Papeleta de Tránsito,G,2025,1,67,"28,676",428
G10,Incumplir las disposiciones sobre el uso de las vías de tránsito rápido y/o de acceso restringido.,Papeleta de Tránsito,G,2025,1,16,"6,848","1,712"
G14,"Tener la puerta, capot o maletera del vehículo abierta, cuando el vehículo está en marcha.",Papeleta de Tránsito,G,2025,1,32,"13,696","5,136"
M40,Conducir un vehiculo con la licencia de conducir vencida,Papeleta de Tránsito,M,2025,3,187,"432,630",0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor. ",Papeleta de Tránsito,G,2025,1,12,"5,136",428
M19,Conducir vehículos sin cumplir con las restricciones que consigna la Licencia de Conducir.,Papeleta de Tránsito,M,2025,1,1,642,0
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,2,13,"34,775",0
G09,"Retroceder, salvo casos indispensables para mantener libre la circulación, para incorporarse a ella o para estacionar el vehículo.",Papeleta de Tránsito,G,2025,1,32,"13,696",0
G11,"Circular, estacionar o detenerse sobre una isla de encauzamiento, canalizadora, de refugio o divisoria del tránsito, marcas delimitadoras de carriles, separadores centrales, bermas, aceras, áreas verdes, pasos peatonales, jardines o rampas para minusválidos.",Papeleta de Tránsito,G,2025,1,1,428,0
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2025,2,29,"18,618","1,284"
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2025,2,2,856,0
G20,Conducir un vehículo que no cuenta con  las luces o dispositivos retrorreflectivos previstos en los reglamentos pertinentes,Papeleta de Tránsito,G,2025,3,22,"9,416",428
G14,"Tener la puerta, capot o maletera del vehículo abierta, cuando el vehículo está en marcha.",Papeleta de Tránsito,G,2025,1,37,"15,836","5,992"
M04,"Conducir vehículos estando la licencia de conducir retenida, suspendida o estando inhabilitado para obtener licencia de conducir.",Papeleta de Tránsito,M,2025,1,1,"5,350",0
M01,"Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal, o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el exámen respectivo o por negarse al mismo y que haya participado en un accidente de tránsito.",Papeleta de Tránsito,M,2025,1,13,"69,550",0
M01,"Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal, o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el exámen respectivo o por negarse al mismo y que haya participado en un accidente de tránsito.",Papeleta de Tránsito,M,2025,1,2,"10,700",0
G35,Usar luces altas en vías urbanas o hacer mal uso de las luces.,Papeleta de Tránsito,G,2025,2,17,"7,276",0
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2025,3,2,856,0
G56,"Recoger o dejar pasajeros fuera de los paraderos de ruta autorizados, cuando existan.",Papeleta de Tránsito,G,2025,1,93,"39,804","4,708"
L05,Utilizar el carril de giro a la izquierda para continuar la marcha en cualquier dirección que no sea la específicamente señalada.,Papeleta de Tránsito,L,2025,1,1,214,0
L01,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta Electrónica,L,2025,1,1,214,0
M18,Desobedecer las indicaciones sobre el tránsito que ordene el efectivo de la Policía Nacional del Perú asignado al control del tránsito.,Papeleta de Tránsito,M,2025,2,2,"1,284",0
G32,Circular por la ciclovía,Papeleta de Tránsito,G,2025,1,1,428,0
G40,Estacionar el vehículo en zonas prohibidas o rigidas señalizadas o sin las señales de seguridad reglamentarias en caso de emergencia.,Papeleta de Tránsito,G,2025,3,10,"4,280",0
M22,Detenerse para cargar o descargar mercancías en la calzada y/o en los lugares que puedan constituir un peligro u obstáculo o interrumpan la circulación.,Papeleta de Tránsito,M,2025,3,3,"1,926",0
L04,"Abrir o dejar abierta la puerta de un vehículo estacionado, dificultando la circulación vehicular.",Papeleta de Tránsito,L,2025,2,199,"42,586","8,774"
G09,"Retroceder, salvo casos indispensables para mantener libre la circulación, para incorporarse a ella o para estacionar el vehículo.",Papeleta de Tránsito,G,2025,2,3,"1,284",0
G07,No conducir por el carril de extremo derecho de la calzada un vehículo del servicio de transporte público de pasajeros o de carga o de desplazamiento lento o un vehículo automotor menor.,Papeleta de Tránsito,G,2025,2,121,"51,788","2,140"
G61,No llevar las placas de rodaje en el lugar que corresponde.,Papeleta de Tránsito,G,2025,1,7,"2,980",0
G20,Conducir un vehículo que no cuenta con  las luces o dispositivos retrorreflectivos previstos en los reglamentos pertinentes,Papeleta de Tránsito,G,2025,1,1,428,0
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2025,1,273,"116,844","4,280"
G31a,"Circular en las vias publicas urbanas por la noche o cuando la luz natural sea insuficiente o cuando las condiciones de visibilidad sean escasas sin tener encendido el sistema de luces reglamentarias; o circular en la red vial nacional, departamental o regional, sin tener las luces bajas encendidas durante las veinticuatro (24) horas.",Papeleta de Tránsito,G,2025,1,208,"89,024",856
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2025,3,5,"2,140",0
G14,"Tener la puerta, capot o maletera del vehículo abierta, cuando el vehículo está en marcha.",Papeleta de Tránsito,G,2025,1,133,"56,924","25,680"
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,1,13,"34,775",0
M40,Conducir un vehiculo con la licencia de conducir vencida,Papeleta de Tránsito,M,2025,3,6,"19,843",0
G36,"Compartir el asiento de conducir con otra persona, animal o cosa.",Papeleta de Tránsito,G,2025,2,1,428,0
G11,"Circular, estacionar o detenerse sobre una isla de encauzamiento, canalizadora, de refugio o divisoria del tránsito, marcas delimitadoras de carriles, separadores centrales, bermas, aceras, áreas verdes, pasos peatonales, jardines o rampas para minusválidos.",Papeleta de Tránsito,G,2025,1,227,"97,156","2,140"
G24,Conducir un vehículo con el motor en punto neutro o apagado.,Papeleta de Tránsito,G,2025,2,2,856,0
G12,"Girar estando el semáforo con luz roja y flecha verde, sin respetar el derecho preferente de paso de los peatones",Papeleta de Tránsito,G,2025,2,1,428,0
L07,Utilizar la bocina para llamar la atención en forma innecesaria,Papeleta de Tránsito,L,2025,3,1,214,0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor. ",Papeleta Electrónica,G,2025,1,37,"15,836",0
G57,"No respetar las señales que rigen el tránsito, cuyo incumplimiento no se encuentre tipificado en otra infracción. ",Papeleta de Tránsito,G,2025,1,377,"161,356","29,960"
M40,Conducir un vehiculo con la licencia de conducir vencida,Papeleta de Tránsito,M,2025,1,51,"69,453",0
M01,"Conducir con presencia de alcohol en la sangre en proporción mayor a lo previsto en el Código Penal, o bajo los efectos de estupefacientes, narcóticos y/o alucinógenos comprobado con el exámen respectivo o por negarse al mismo y que haya participado en un accidente de tránsito.",Papeleta de Tránsito,M,2025,1,3,"16,050",0
G37,"No reducir la velocidad al ingresar a un túnel o cruzar un puente, intersecciones o calles congestionadas, cuando transite por cuestas, cuando se aproxime y tome una curva o cambie de dirección, cuando circule por una vía estrecha o sinuosa, cuando se encuentre con un vehículo que circula en sentido contrario o cuando existan peligros especiales con respecto a los peatones u otros vehículos o por razones del clima o condiciones especiales de la vía.",Papeleta de Tránsito,G,2025,2,4,"1,712",0
M03,Conducir un vehículo automotor sin tener licencia de conducir o permiso provisional.,Papeleta de Tránsito,M,2025,2,33,"88,275",0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2025,1,5,"2,140",0
M16,Circular en sentido contrario al tránsito autorizado,Papeleta de Tránsito,M,2025,1,20,"12,840",0
L01,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta de Tránsito,L,2025,2,9,"1,926",856
G59,"Conducir un vehículo de la categoría  L, con excepción de la categoría L5, sin tener puesto el casco de seguridad o anteojos protectores, en caso de no tener parabrisas; o permitir que los demás ocupantes no tengan puesto el casco de seguridad.",Papeleta de Tránsito,G,2025,2,35,"14,980",0
M21,Estacionar interrumpiendo totalmente el tránsito,Papeleta de Tránsito,M,2025,2,7,"4,494",0
G60,"Circular con placas ilegibles o sin iluminación o que tengan adherido algún material, que impida su lectura a través de medios electrónicos, computarizados u otro tipo de mecanismos tecnológicos que permitan verificar la comisión de las infracciones de tránsito. ",Papeleta de Tránsito,G,2025,1,1,428,0
G05,"No mantener una distancia suficiente, razonable y prudente, de acuerdo al tipo de vehículo y la vía por la que se conduce, mientras se desplaza o al detenerse detrás de otro.",Papeleta de Tránsito,G,2025,2,4,"1,712",0
G40,Estacionar el vehículo en zonas prohibidas o rigidas señalizadas o sin las señales de seguridad reglamentarias en caso de emergencia.,Video Papeleta,G,2025,1,2,856,428
